,id,name,area,description,experience,schedule,employment,employer,key_skills,published_at,salary_from,salary_to,currency
455,75879415,Аудитор в МФО,Караганда,"<p><strong>Обязанности</strong>:</p> <ul> <li>подготовка и утверждение плана аудиторских работ</li> <li>проведение оперативных и комплексных проверок в подразделениях организации в соответствии плана</li> <li>разработка рекомендации по устранению выявленных нарушений, снижению уровня риска отдельных операций</li> <li>анализ</li> <li>контроллинг</li> </ul> <p> </p> <p><strong>Требования</strong>:</p> <ul> <li>высшее образование, выездные командировки по регионам Казахстана</li> </ul> <p> </p> <p><strong>Условия</strong>: полный соц.пакет, премия, оплата командировочных расходов</p> <ul> <li> ,стажеровка оплачивается работадателем</li> <li>стабильная зарплата+ премия</li> <li>полный рабочий день 5/2 с 09:00 до 18:00 часов., обед с 13:00 до 14:00 часов.</li> </ul>",От 1 года до 3 лет,Полный день,Полная занятость,МФО Экспресс займ,"[{'name': 'Умение работать в коллективе'}, {'name': 'Пользователь ПК'}]",2023-05-17 11:24:24+03:00,200000.0,200000.0,KZT
456,80344294,Аудитор информационной безопасности/Пентестер,Санкт-Петербург,"<p><strong>Что вам предстоит делать:</strong></p> <ul> <li>Находить уязвимости в принятых в эксплуатацию корпоративных автоматизированных системах, инфраструктурном ландшафте и разрабатывать практические и методические рекомендации по их устранению.</li> <li>Находить логические ошибки в ПО и возможных мошеннических схемах.</li> <li>Проводить аудит безопасности корпоративных автоматизированных систем и инфраструктуры.</li> <li>Вести мониторинг, аудит и оценку организации безопасности в корпоративных автоматизированных системах.</li> <li>Разрабатывать и развивать собственные инструменты мониторинга корпоративных информационных систем.</li> <li>Расследовать инциденты информационной безопасности.</li> </ul> <strong>Что ждем от вас:</strong> <ul> <li>Высшее техническое образование.</li> <li>Понимание принципов работы ЛВС и стека сетевых протоколов TCP/IP.</li> <li>Понимание принципов построения современной архитектуры приложений.</li> <li>Опыт разбора инцидентов и проведение тестов на проникновение.</li> <li>Опыт анализа защищенности приложений (white,grey и black box).</li> <li>Опыт работы с основными инструментами для ручного и автоматизированного анализа уязвимостей.</li> <li>Знание и опыт применения законодательной базы, стандартов и лучших практик в сфере информационной безопасности.</li> </ul> <p><strong>Что может стать вашим преимуществом:</strong></p> <ul> <li>Понимание современных концепций облачных сервисов, DevOps и контейнеризации.</li> <li>Понимание скриптовых языков Python/PowerShell/JavaScript.</li> <li>Опыт разработки на одном из скриптовых языков.</li> <li>Опыт тестирования мобильных и веб-приложений (IAST/DAST), понимание концепции стека современных веб-приложений.</li> </ul> <p><strong>Что мы предлагаем:</strong></p> <ul> <li>Работа в современном Agile офисе в центре Санкт-Петербурга.</li> <li>Расширенный ДМС со стоматологией, страхование жизни.</li> <li>Мини-фитнес зал прямо в офисе, капсулы сна.</li> <li>Корпоративное обучение, возможность принимать участие в воркшопах и тренингах;</li> <li>Регулярное премирование: квартальное и годовое.</li> <li>Возможность внедрять изменения в бизнес-процессах компании, возможность влить на принятие ключевых решений.</li> <li>Работу с экспертами в компании - лидере отрасли, перспектива профессионального развития.</li> </ul>",От 1 года до 3 лет,Полный день,Полная занятость,Газпром нефть,[],2023-05-12 10:56:51+03:00,,,
457,76650938,Аудитор информационных систем,Чебоксары,"<p>Компания помогает создавать эффективную систему защиты информационных ресурсов и стабильно работать в условиях киберугроз современного мира. Проекты компании курируют опытные ИБ-специалисты с международными сертификациями OSCP, CISM, CGEIT и CISA.</p> <p>Мы реализовали свыше 3000 проектов благодаря профессиональной команде, ответственному подходу к работе и тесному сотрудничеству с нашими партнерами в сфере информационной безопасности.</p> <p>Сейчас ищем <strong>Аудитора информационных систем, </strong>который будет готов к командировкам для выезда на объекты заказчиков.</p> <p><strong>Основные задачи:</strong></p> <ul> <li>обследование информационных систем и выявление несоответствий требованиям информационной безопасности;</li> <li>консультирование по вопросам информационной безопасности;</li> <li>разработка отчетной документации по результатам проведенных аудитов;</li> <li>разработка, оформление и внедрение организационно-распорядительной документации.</li> </ul> <p><strong>Необходимые компетенции: </strong></p> <ul> <li>высшее образование, либо неполное высшее в области информационной безопасности или ИТ;</li> <li>грамотная устная и письменная речь, общая компьютерная грамотность;</li> <li>способность аналитической обработки информации, быстро овладевать новыми знаниями;</li> <li>знание нормативной правовой документации в области обеспечения безопасности информации.</li> </ul> <p><strong>Работая у нас, вы будете уверены:</strong></p> <ul> <li>в стабильном официальном доходе – ежемесячно выплачивается оклад и премия, их размер обсуждается с кандидатом по результатам собеседования по внутренней системе грейдов;</li> <li>в ежегодной премии по финансовым результатам компании – выплачивается в декабре;</li> <li>в соблюдении всех норм трудового законодательства – официальное оформление с первого дня работы, оплачиваемые командировки, отпуск и больничный;</li> <li>в поддержке команды – сплоченный коллектив, помощь в обучении, работа с экспертами;</li> <li>в комфортных условиях – офис в СЗР, рабочий день с 8 до 17;</li> <li>в социальном пакете – корпоративная мобильная связь, групповые виды спорта, ДМС, стоматология, посещение бассейна, фитнес-центра, покупка авиа и ж/д билетов, дополнительные дни отпуска.</li> </ul> <p><strong>Ждем ваших откликов и будем рады знакомству.</strong></p>",От 1 года до 3 лет,Полный день,Полная занятость,Научно-производственный центр Кейсистемс - Безопасность,"[{'name': 'Информационная безопасность'}, {'name': 'Аудит безопасности'}, {'name': 'Информационные технологии'}, {'name': 'Сбор и анализ информации'}, {'name': 'Работа в команде'}, {'name': 'Грамотность'}, {'name': 'Аналитические способности'}]",2023-05-29 11:35:14+03:00,45000.0,80000.0,RUR
458,80299942,Аудитор,Екатеринбург,"<strong>Обязанности:</strong> <ul> <li>Проведение аудиторских проверок по уральскому региону, составление отчетов и заключений по их результатам</li> <li>Проверка правильности финансовой и налоговой документации организации (первичных документов, налоговой и бухгалтерской отчетности, и т.д.)</li> <li>Оценка эффективности и систем внутреннего контроля финансово-хозяйственной деятельности, разработка рекомендаций по улучшению бизнес-процессов</li> <li>Выявление и оценка рисков деятельности организации, рекомендации по их снижению</li> <li>Оказание руководству организации консультаций и практической помощи в управлении финансами и ведении дел</li> </ul> <strong>Требования:</strong> <ul> <li>Высшее экономическое образование (&quot;Бухгалтерский учёт, анализ и аудит&quot;)</li> <li>Знание методологии проведения проверок и опыт проведения проверок от 3 лет</li> <li>Отличное знание 1С</li> <li>Уверенный пользователь ПК (Microsoft Office и Microsoft Excel)</li> </ul> <strong>Условия:</strong> <ul> <li>Трудоустройство согласно ТК РФ</li> <li>Полный соцпакет в соответствии с ТК РФ</li> <li>График работы пн-пт с 08:00-17:00</li> <li>Готовность к командировкам</li> </ul>",От 3 до 6 лет,Полный день,Полная занятость,Объединение РОСИНКАС,[],2023-05-11 13:06:45+03:00,60000.0,,RUR
459,80659393,Аудитор на склад,Косино,"<p><strong>Наш склад расположен по адресу: </strong>Раменский район, п. Быково, ул. Аэропортовская (от ж/д станции Удельная 10 минут пешком)</p> <p>У нас ходит <strong>бесплатный трансфер от г. Воскресенск, Виноградово, Бронницы, Белоозерский, ст .Быково, </strong>который довезет вас до места работы<strong>!!!</strong></p> <p><strong>Мы предоставляем:</strong></p> <ul> <li>Официальное трудоустройство с первого рабочего дня;</li> <li>Белая заработная плата (оклад + премия);</li> <li>Надбавки за стаж каждые полгода;</li> <li>Сменный график работы 2/2 (2день/2выходных - 2 ночь /2 выходных ) с 8:00 до 20:00/ 20:00 до 8:00;</li> <li>Оплата больничных и отпусков;</li> <li>Бесплатное питание;</li> <li>Бесплатная униформа и ее химчистка;</li> <li>Медицинская страховка за счет компании (ДМС);</li> <li>Корпоративные скидки;</li> <li>Душевые и комната отдыха.</li> </ul> <p><strong>Чем Вам предстоит заниматься:</strong></p> <ul> <li>Проверка складских процессов на соответствие рабочим инструкциям по проверочному листу</li> <li>Проведение входной проверки упаковочных материалов</li> <li>Составление отчётов о проведённых проверках</li> <li>Внесение предложений по корректировке процессов или рабочих инструкций</li> <li>Проведение специальных проверок по запросу</li> </ul> <p>Обязанности будут зависеть от участка, который мы подберем для Вас индивидуально.</p> <p><strong><em>От Вас желание работать! А мы предоставим лучшие условия!</em></strong></p> <p><strong><em>Приведи друга и получи 5000 руб!</em></strong></p>",Нет опыта,Сменный график,Полная занятость,Lamoda,"[{'name': 'Работа в команде'}, {'name': 'Подготовка отчетов'}, {'name': 'Навыки разрешения спорных ситуаций'}, {'name': 'Желание обучаться'}, {'name': 'Внимательность, ответственность'}, {'name': 'Сосредоточенность'}]",2023-06-02 13:49:43+03:00,50000.0,,RUR
460,78878330,Аудитор информационной безопасности,Москва,"<p>Прямо сейчас мы ищем аудитора информационной безопасности в команду технического департамента.</p> <p><strong>Задачи:</strong></p> <ul> <li>разработка методик проведения аудитов информационной безопасности;</li> <li>организация и проведение внутренних и внешних аудитов информационной безопасности;</li> <li>разработка рекомендаций по повышению уровня зрелости информационной безопасности.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>опыт работы в сфере обеспечения или аудита ИБ — не менее 3 лет;</li> <li>знание российских и зарубежных методик и стандартов в области ИБ (OWASP, NIST, CIS Controls);</li> <li>знание основных технологий обеспечения информационной безопасности;</li> <li>понимание принципов функционирования ОС Linux, систем управления контейнерами и микросервисной архитектуры, а также облачной безопасности;</li> <li>теоретические и практические знания основных тактик и техник матрицы MITRE;</li> <li>практические навыки применения инструментального контроля (benchmark);</li> <li>навыки написания отчетов и оформления презентаций;</li> <li>английский язык — на уровне чтения технической документации;</li> <li>критическое мышление, аналитические способности, умение систематизировать информацию;</li> <li>развитые коммуникативные навыки.</li> </ul> <p><strong>Будет плюсом:</strong></p> <ul> <li>опыт внедрения процессов безопасной разработки;</li> <li>понимание необходимых процессов для эффективного функционирования SOС;</li> <li>понимание современных задач автоматизации и оркестрации ИБ;</li> <li>знание и опыт применения методологий по анализу защищенности и тестированию на проникновение.</li> </ul>",От 3 до 6 лет,Полный день,Полная занятость,VK,"[{'name': 'OWASP'}, {'name': 'NIST'}, {'name': 'CIS Controls'}, {'name': 'Linux'}, {'name': 'Information Security'}]",2023-05-15 10:08:45+03:00,,,
461,80355360,Внутренний аудитор,Кемерово,"<p><strong>Чем Вам предстоит заниматься:</strong></p> <ul> <li>Описание и структурирование бизнес-процессов.</li> <li>Проведение внутреннего аудита и контрольных проверок, формирование итоговых отчетов по следующим блокам (ремонт оборудования, строительство, услуги, запасы, реализация продукции и др.).</li> <li>Мониторинг исполнения рекомендаций, выданных по результатам проверки.</li> <li>Участие в формировании системы управления рисками.</li> <li>Согласование документов по конкурентной проработке поставщиков / подрядчиков.</li> </ul> <p><strong>Мы ожидаем от Вас:</strong></p> <ul> <li>Владение основами построения аудиторской выборки, планированием и проведением проверки с формированием выводов.</li> <li>Уверенные знания принципов бухгалтерского учета и экономики предприятия.</li> <li>Умение работать с большими массивами информации, оперативно собирать данные, анализировать, делать выводы, грамотно излагать мысли.</li> <li>Необходимые знания программных продуктов: офисные программы (word,excel, power point), правовые базы данных, опыт работы в ERP системах является преимуществом.</li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li>Возможности профессионального и карьерного роста, развития в производственном гиганте химической отрасли международного уровня.</li> <li>Официальное трудоустройство, полный соц. пакет.</li> <li>Корпоративный транспорт.</li> <li>Частичную оплату обедов (1 000 рублей в месяц).</li> <li>Ежегодную выплату 13-ой заработной платы.</li> <li>Ежегодную индексацию заработной платы.</li> <li>Полис ДМС.</li> <li>Корпоративный учебный центр: книги, программы обучения, тренинги.</li> <li>График 5/2: с 8:00 до 17:00.</li> </ul>",От 3 до 6 лет,Полный день,Полная занятость,Кемеровское Акционерное Общество Азот,"[{'name': 'Аудит'}, {'name': 'Внутренний контроль'}]",2023-05-12 13:11:14+03:00,,,
462,80612285,"Специалист в отдел бухгалтерского учета (Бухгалтер, финансовый аудитор)",Сочи,"<p><strong>Обязанности:</strong></p> <ul> <li> <p>Проведение <strong>аудита</strong> <strong>бухгалтерской</strong> отчетности подведомственных департаменту транспорта и дорожного хозяйства администрации муниципального образования городской округ город-курорт Сочи Краснодарского края учреждений.</p> </li> <li> <p>Проведение финансового аудита подведомственных учреждений.</p> </li> <li> <p>Проведение финансового контроллинга документаций на осуществление закупок подведомственных учреждений. Формирование заключений. Согласование через региональную информационную систему Краснодарского края, используемую в сфере закупок для обеспечения государственных и муниципальных нужд</p> </li> <li>Формирование отчетности.</li> <li>Осуществляет прием и контроль первичной документации.</li> <li>Отчетность по программе КОНТУР ЭКСТЕРН.</li> <li>По факту исполнения задания внесение отметок об исполнении по системе электронного документооборота «ДЕЛО».</li> <li>Работа в электронной программе CУФД, ГИС ГМП.</li> </ul> <strong>Требования:</strong> <ul> <li> <p>Опыт работы в бюджетной организации.</p> </li> <li> <p>Знание программы 1С:8.3.</p> </li> <li> <p>Высшее образование(Бухгалтер, аудитор).</p> <p>Знание законодательства РФ, бюджетного законодательства.</p> </li> <li>Знание программ WORD, EXCEL.</li> </ul> <strong>Условия:</strong> <ul> <li>Официальное трудоустройство, социальные гарантии: оплачиваемый отпуск, больничный</li> <li>Полностью официальная заработная плата, с выплатами 2 раза в месяц</li> <li>График работы 5/2, с 9 до 18</li> </ul>",От 1 года до 3 лет,Полный день,Полная занятость,Департамент Транспорта и Дорожного Хозяйства Администрации Муниципального Образования Городской округ Город-Курорт Сочи Краснодарского Края,"[{'name': '1C: Бухгалтерия'}, {'name': '1С: Документооборот'}, {'name': 'Электронный документооборот'}, {'name': 'Документооборот'}, {'name': 'Аудиторские проверки'}, {'name': 'Внутренний финансовый аудит'}]",2023-05-17 17:14:46+03:00,50000.0,50000.0,RUR
463,77709252,Аудитор торговых точек,Подольск (Московская область),"<p><strong>Компания «Техноресурс» с 1994 года успешно работает на рынке продаж лакокрасочных, отделочных материалов, инженерной сантехники, отопительного оборудования, окон ПВХ. В её состав входят филиалы оптовой торговли и розничная сеть.</strong></p> <p><strong>В ассортименте представлено свыше 150 торговых марок ведущих мировых производителей. Компания является официальным дистрибьютором таких известных европейских концернов, как AkzoNobel ( HAMMERITE, DULUX, MARSHALL, PINOTEX), Alpa, Henkel, Kiilto, Meffert AG, Bostik, Soudal, Titan, Сeresit, Litokol, а также крупнейших отечественных производителей Эмпилс, Новбытхим, и многих других.</strong></p> <p>Приглашаем на работу разъездного специалиста по инвентаризации /специалиста по учету ТМЦ для проверок розничных магазинов компании</p> <p><strong>Условия:</strong></p> <ul> <li>Работа разъездного характера с использованием л/а</li> <li>Территория разъездов: юг Москвы и МО</li> <li>График работы: 5/2 с 09.00 до 18.00 ( выходные воскресенье, понедельник)</li> <li>Центральный офис компании: юг Москвы, г. Щербинка, ул. Восточная.</li> <li>З/п: оклад 50 000 + премия после испытательного срока до 15 000</li> <li>Оформление по ТК РФ</li> <li>Дружный коллектив</li> </ul> <p><strong>Обязанности:</strong></p> <ul> <li>Проведение инвентаризации в розничных магазинах компании (магазины расположены по Москве и МО)</li> <li>Подсчет количества товара</li> <li>Анализ результатов инвентаризации</li> <li>Участие в подготовке к годовой инвентаризации</li> <li>По субботам вся команда специалистов по инвентаризации собирается в центральном офисе компании</li> <li>Составление еженедельных отчетов (письменной информации) по проверяемым разделам</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Готовность к разъездной работе</li> <li>Внимательность, честность, уравновешенность</li> <li>Уверенный пользователь ПК: 1С‚ Word‚ Excel</li> <li>Опыт аналогичной работы желателен</li> </ul> <p> </p>",От 1 года до 3 лет,Полный день,Полная занятость,Техноресурс,[],2023-05-29 09:10:11+03:00,50000.0,65000.0,RUR
464,71823642,"Аудитор по фармаконадзору, доклиническим и клиническим исследованиям",Щелково,"<p><strong>Обязанности:</strong></p> <ul> <li>Аудит процессов фармаконадзора на предприятии</li> <li>Организация, проведение и составление отчетности по аудитам аутсорсинговых площадок, поставщиков сырья/ материалов и услуг</li> <li>Аудит доклинических и клинических исследований в месте проведения КИ, в офисе спонсора, в лаборатории</li> <li>Контроль проведения критических процессов фармаконадзора компании – репортирования нежелательных реакций</li> <li>Формирование отчетности</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Образование высшее (фармация, провизор, специалист по безопасности ЛС)</li> <li>Знание основ стандартов ИСО 9001, GMP, GCP</li> <li>Знание программ Word, Excel, 1С</li> <li>Аналогичный опыт работы от года</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Работа в крупной высокотехнологичной отечественной фармацевтической компании</li> <li>Официальное трудоустройство, гарантированное социальное обеспечение, стабильная заработная плата, страхование от несчастных случаев 24/7</li> <li>График работы пн-пт 5/2 (с 8-00 до 16-50)</li> <li>Место работы в г. Щелково, ул. Заречная, д. 105 строение 1</li> <li>Корпоративный транспорт до/от завода ЗАО «Канонфарма продакшн» (Московская область, г. Щелково, ул. Заречная, д. 105 с.1) от ТЦ КЭМП (г. Щелково), Монино, Фрязино, Ивантеевка, Старая Купавна, Лосино-Петровский и ж/д станции Гагаринская</li> </ul> <p><strong>Мы также готовы предложить:</strong></p> <ul> <li>Бесплатный медицинский осмотр 1 раз в год на территории предприятия</li> <li>Помощь в сложных жизненных ситуациях и поддержка, вознаграждения, премии</li> <li>Комфортная столовая и зоны приема пищи, дотации на питание для отдельных категорий сотрудников</li> <li>Развитые программы адаптации и наставничества</li> <li>Специальная форменная одежда, раздевалки и душевые для отдельной категории сотрудников</li> <li>Насыщенная корпоративная жизнь (тренинги и тимбилдинги), конкурсы и подарки для работников и их детей</li> </ul> <p><strong>Присоединяйтесь к успешной команде ЗАО «Канонфарма продакшн»!</strong></p> <p> </p>",От 1 года до 3 лет,Полный день,Полная занятость,Канонфарма продакшн,[],2023-05-08 17:45:12+03:00,,,
465,80715511,Аудитор,Москва,"<p><strong>Обязанности:</strong></p> <ul> <li>Контроль качества бухгалтерской (финансовой) отчетности Общества и дочерних обществ, выпускаемой ОЦО.</li> <li>Взаимодействие с внешними аудиторами по процессу аудита.</li> <li>Курирование и осуществление сбора требуемой информации от структурных подразделений Общества и дочерних обществ в рамках распоряжений вышестоящего Руководства и Акционера.</li> <li>Инициирование закупочных процедур, процедур контрактования в рамках возникающих потребностей в услугах, работах и товарах Подразделения.</li> <li>Контроль за процессом проведения годовой инвентаризации Общества.</li> <li>Анализ данных финансовой отчетности (сравнение с предыдущими периодами, данными Прогноза и Плана).</li> <li>Взаимодействие с ОЦО в процессе исполнения должностных обязанностей, в т.ч. формирование претензионных писем в случае выявления ошибок в учете и отчетности.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Опыт работы на больших предприятиях со сложной организационной структурой от пяти лет.</li> <li>Опыт работы в госкорпорациях – как преимущество.</li> <li>Опытный пользователь системы БитФинанс, Excel</li> <li>Сертификат проф.бухгалтера, аттестат аудитора – как преимущество.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Оформление в штат в соответствии с ТК РФ.</li> <li>Конкурентоспособная заработная плата (обсуждается по результатам собеседования).</li> <li>Соц.пакет: программа ДМС со стоматологией, корпоративная мобильная связь, санаторно – курортное лечение.</li> <li>Возможность расти как вертикально, так и повышать уровень своих профессиональных и деловых компетенций.</li> <li>Внутреннее обучение: конференции, тренинги, мастер-классы, корпоративный университет. Внешнее обучение по направлению профессиональной деятельности.</li> <li>Возможность присоединиться к нашим спортивным командам по мини-футболу, баскетболу, волейболу или чирлидингу и принять участие в ежегодной Спартакиаде.</li> <li>Корпоративная электронная библиотека.</li> <li>Место работы: м. Беговая, бизнес-центр &quot;NordStar&quot;.</li> </ul>",Более 6 лет,Полный день,Полная занятость,ИК СИБИНТЕК,"[{'name': 'Excel'}, {'name': '1C: Финансы'}, {'name': 'Бухгалтерия'}, {'name': 'Внутренний контроль'}, {'name': 'Работа с большим объемом информации'}]",2023-05-19 12:46:22+03:00,,,
466,80257065,Технолог/Внутренний аудитор по качеству (HoReCa),Самара,"<p><strong>Сеть ФУДЖИ FRIENDS более 10 лет создает блюда премиального качества, оставаясь доступными! Мы стремимся создавать не только отличный продукт, но и дарить нашим клиентам хорошее настроение!</strong></p> <p><strong>Если Вам интересно профессиональное развитие, стабильная оплата и Вы хотите стать частью сильной и увлеченной команды,то присоединяйтесь к нам!</strong></p> <p><strong>Обязанности:</strong></p> <ul> <li>Проведение независимых проверок по всем подразделениям компании;</li> <li>Аудит административного, технического и санитарного состояния производств;</li> <li>Проверка и оценка санитарно-гигиенических норм на подразделениях (сроки годности, маркировки, условия хранения продуктов и т.д.);</li> <li>Составление и своевременное предоставление отчетности по проверкам;</li> <li>Аналитика динамики по проведенным проверкам.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Успешный опыт работы технологом/шеф-поваром от 2 лет;</li> <li>Знание нормативных документов, касающихся организации общественного питания;</li> <li>Знание правил производства и реализации продуктов;</li> <li>Знание правил и норм производственной санитарии, техники безопасности, эксплуатации производственного оборудования;</li> <li>Уверенный пользователь ПК, желательно знание IIKO.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Работа в крупной и стабильной региональной компании - более 10 лет на рынке;</li> <li>График работы ПН-ПТ с 10.00 до 19.00;</li> <li>Работа в офисе с периодическими выездами на точки в Самаре, Тольятти и Новокуйбышевске;</li> <li>Вкусные обеды за счет компании.</li> </ul>",От 1 года до 3 лет,Полный день,Полная занятость,ФУДЖИ FRIENDS,[],2023-05-10 17:05:35+03:00,50000.0,60000.0,RUR
467,80681325,Аудитор торговых точек,Ревда (Свердловская область),"<p><em>GLOBALTEAM - это стабильная международная Компания, работающая с лидерами FMCG - рынка на территории России с 2008 года. В ряде городов имеются филиалы и представительства.</em></p> <p><em>Компания реализует множество интересных проектов по нескольким направлениям: мерчандайзинг, тайные проверки, а также разные виды аудитов.</em></p> <p><em>Ждем активных соискателей в нашу команду!</em><br /><br />Открыт набор сотрудников на аудит торговых точек. Проверка работы мерчендайзеров. Без работы с самим товаром. <strong>Только фото</strong> выкладки в напольных ларях и полках.<br /><br />ПОДРАБОТКА, <strong>только фото</strong><br /><br /><strong>Задача:</strong></p> <ul> <li>Сфотографировать выкладку колбас и замороженных полуфабрикатов в напольных ларях и полках;</li> <li>С товаром не работаем, не выкладываем, не поправляем, ничего не сверяем,<strong> только фото</strong>;</li> <li>Фотографируем через специальное мобильное приложение.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Продукция - колбасы и замороженные полуфабрикаты;</li> <li>Ежемесячная подработка на постоянной основе;</li> <li>Объем работы - <strong>ОДНА</strong> торговая точка по адресу ул. Павла Зыкина, д. 27, Магнит;</li> <li>График работы свободный, рабочие дни и время обсуждаете с координатором;</li> <li><strong>Проверяем точку только один раз в месяц</strong>;</li> <li>Заработная плата за проверку точки - 340 рублей <strong>в месяц</strong>;</li> <li>Примерное время вашей работы в торговой точке составит: 30 минут.</li> </ul> <p> </p>",Нет опыта,Гибкий график,Частичная занятость,GLOBALTEAM RUSSIA,"[{'name': 'Android'}, {'name': 'iOS'}, {'name': 'Ответственность'}, {'name': 'Мобильность'}, {'name': 'Мобильный мерчандайзинг'}, {'name': 'Мерчендайзинг'}, {'name': 'Торговый маркетинг'}, {'name': 'Торговля'}, {'name': 'Мониторинг цен'}, {'name': 'Выкладка товаров'}]",2023-05-18 22:29:15+03:00,340.0,340.0,RUR
468,75825087,Аудитор на склад,Быково (Московская область),"<p><strong>Наш склад расположен по адресу: </strong>Раменский район, п. Быково, ул. Аэропортовская (от ж/д станции Удельная 10 минут пешком)</p> <p>У нас ходит <strong>бесплатный трансфер от г. Воскресенск, Виноградово, Бронницы, Белоозерский, ст .Быково, </strong>который довезет вас до места работы<strong>!!!</strong></p> <p><strong>Мы предоставляем:</strong></p> <ul> <li>Официальное трудоустройство с первого рабочего дня;</li> <li>Белая заработная плата (оклад + премия);</li> <li>Надбавки за стаж каждые полгода;</li> <li>Сменный график работы 2/2 (2день/2выходных - 2 ночь /2 выходных ) с 8:00 до 20:00/ 20:00 до 8:00;</li> <li>Оплата больничных и отпусков;</li> <li>Бесплатное питание;</li> <li>Бесплатная униформа и ее химчистка;</li> <li>Медицинская страховка за счет компании (ДМС);</li> <li>Корпоративные скидки;</li> <li>Душевые и комната отдыха.</li> </ul> <p><strong>Чем Вам предстоит заниматься:</strong></p> <ul> <li>Проверка складских процессов на соответствие рабочим инструкциям по проверочному листу</li> <li>Проведение входной проверки упаковочных материалов</li> <li>Составление отчётов о проведённых проверках</li> <li>Внесение предложений по корректировке процессов или рабочих инструкций</li> <li>Проведение специальных проверок по запросу</li> </ul> <p>Обязанности будут зависеть от участка, который мы подберем для Вас индивидуально.</p> <p><strong><em>От Вас желание работать! А мы предоставим лучшие условия!</em></strong></p> <p><strong><em>Приведи друга и получи 5000 руб!</em></strong></p> <p> </p>",Нет опыта,Полный день,Полная занятость,Lamoda,"[{'name': 'Пользователь ПК'}, {'name': 'Обучаемость'}, {'name': 'Стрессоустойчивость'}, {'name': 'Коммуникабельность'}, {'name': 'Работа в условиях многозадачности'}, {'name': 'Внимательность, ответственность'}]",2023-06-03 12:43:52+03:00,50000.0,,RUR
